	analysis_id	parameter	dataset	statistic	mc_used	fold_value	cooksd	initial_corr	true_corr(TP_FN)	false_corr(FP_TN)	rs_true_corr_TP_FN	rs_false_corr_FP_TN	runtime
0	r_fdr_10_kendall_False_lungc	r	lungc	kendall	fdr	10	False	91048	40561	50487	1067	36021	5337.3824775739995
0	r_fdr_10_kendall_False_lungpt	r	lungpt	kendall	fdr	10	False	44277	17541	26736	1316	20125	511.10876258900004
0	r_fdr_10_kendall_False_lungtx	r	lungtx	kendall	fdr	10	False	18985	12245	6740	51	594	312.797403472
0	r_fdr_10_kendall_False_who	r	who	kendall	fdr	10	False	54418	49945	4473	134	817	4249.242995525
0	r_fdr_10_kendall_False_hdac	r	hdac	kendall	fdr	10	False	325473	310393	15080	0	0	55275.674940131
0	r_fdr_10_kendall_True_lungc	r	lungc	kendall	fdr	10	True	91048	55002	36046	0	0	12663.956355052998
0	r_fdr_10_kendall_True_lungpt	r	lungpt	kendall	fdr	10	True	44277	21637	22640	0	0	1214.2416726059998
0	r_fdr_10_kendall_True_lungtx	r	lungtx	kendall	fdr	10	True	18985	13632	5353	0	0	810.810332356
0	r_fdr_10_kendall_True_who	r	who	kendall	fdr	10	True	54418	0	54418	0	0	7057.5961106760005
0	r_fdr_10_kendall_True_hdac	r	hdac	kendall	fdr	10	True	325473	314347	11126	0	0	110943.20142143
0	r_fdr_10_rkendall_False_lungc	r	lungc	rkendall	fdr	10	False	188330	115904	72426	115900	15732	10744.756505134
0	r_fdr_10_rkendall_False_lungpt	r	lungpt	rkendall	fdr	10	False	30174	22244	7930	22244	7651	326.19486434000004
0	r_fdr_10_rkendall_False_lungtx	r	lungtx	rkendall	fdr	10	False	9631	818	8813	818	7443	173.208499046
0	r_fdr_10_rkendall_False_who	r	who	rkendall	fdr	10	False	8063	420	7643	420	3762	724.274632351
0	r_fdr_10_rkendall_False_hdac	r	hdac	rkendall	fdr	10	False	174027	0	174027	0	19101	33246.518065770004
0	r_fdr_10_rkendall_True_lungc	r	lungc	rkendall	fdr	10	True	188330	101319	87011	0	0	24273.128895746
0	r_fdr_10_rkendall_True_lungpt	r	lungpt	rkendall	fdr	10	True	30174	23924	6250	0	0	1040.0520988819999
0	r_fdr_10_rkendall_True_lungtx	r	lungtx	rkendall	fdr	10	True	9631	7502	2129	0	0	542.91381059
0	r_fdr_10_rkendall_True_who	r	who	rkendall	fdr	10	True	8063	129	7934	0	0	1381.952949842
0	r_fdr_10_rkendall_True_hdac	r	hdac	rkendall	fdr	10	True	174027	170606	3421	0	0	58293.009972337
